1012x569,11,4.727272727,408.7272727
976x549,16,3.125,69.6875
939x550,7,4.857142857,245.2857143
881x495,7,5.285714286,373.2857143
800x1280,13,4.538461538,336.3846154
720x1280,12,1.916666667,16.91666667
640x360,11,7.090909091,566.5454545
601x906,6,12.33333333,185
601x962,6,2.166666667,51.66666667
600x1024,50,5.08,204.08
534x854,46,3.608695652,145.3043478
480x800,40,2.325,77.675
375x667,13,2.846153846,181.6923077
360x592,70,3.5,305.5
360x598,11,3.090909091,90.63636364
4000x2250,1,1,0
3200x1800,1,9,2375
3036x1707,3,2.666666667,65.33333333
2880x1620,3,3,21.33333333
2732x1536,1,2,15
2560x1080,4,5,1406.75
2466x1387,1,1,0
2400x1350,2,3.5,48.5
2244x1262,1,1,0
2158x1214,2,1.5,4
2133x1200,4,5.25,650
2102x1182,5,1.4,3.2
2100x1313,2,2,4.5
2082x1170,2,4,791
2081x1169,1,1,0
2081x1170,4,1.75,4.75
2072x1165,3,3.666666667,388
1850x1040,1,1,0
1804x1014,4,6.5,506.75
1783x1003,1,1,0
1778x1000,4,3.5,232.75
1755x987,3,4.666666667,55.66666667
1745x982,2,4.5,166.5
1735x975,3,2.333333333,151.6666667
1730x973,2,1.5,2
1726x971,1,1,0
1680x945,4,2,4.25
1670x939,3,2.333333333,48.33333333
1654x930,1,2,13
1600x1000,4,3.75,190.75
1600x1200,1,3,116
1600x1280,1,3,10
1587x893,2,4,108
1536x960,1,2,11
1525x857,1,5,291
1524x857,2,5,511
1517x1214,1,19,1162
1469x826,2,8,331
1461x913,1,6,239
1453x817,3,3.333333333,99.66666667
1442x811,1,6,21
1441x810,1,5,113
1432x808,1,1,0
1422x800,3,2,5.666666667
1412x794,4,5,159.5
1400x875,4,2,15.5
1394x784,1,6,1882
1376x774,1,13,1547
1350x1080,2,2,5
1347x1078,3,1.666666667,5.333333333
1311x737,1,47,1297
1309x818,2,3,14
1293x758,1,2,8
1280x752,1,3,12
1280x854,1,4,330
1280x960,5,2,50.2
1252x783,1,1,0
1231x692,1,4,444
1227x690,4,3,26.25
1219x975,1,4,497
1214x683,1,1,0
1214x910,1,1,0
1205x706,1,4,134
1200x675,3,2.666666667,26
1193x671,3,3.333333333,107.3333333
1190x670,1,3,11
1164x655,5,1.8,27.4
1164x931,1,1,0
1157x651,2,8.5,239.5
1152x870,4,2.5,118.25
1150x647,2,6,605
1143x643,4,6.75,408
1129x635,2,5.5,475.5
1092x614,3,6.666666667,1096.666667
1080x810,3,5.333333333,583.6666667
1067x800,4,2.75,55
1067x853,1,4,1286
1043x586,1,4,816
1041x585,1,5,2535
1038x584,1,2,45
1024x395,1,3,109
1024x493,1,1,0
1024x640,2,3.5,1085.5
1024x1280,3,2.666666667,177.3333333
1024x1821,1,2,40
1015x761,2,1,0
1002x563,4,2.25,14.75
962x553,3,9,87.66666667
962x601,2,5,614.5
960x552,1,3,222
942x530,1,2,8
914x731,3,2.333333333,4
911x512,5,7,578.8
854x480,1,14,1125
854x534,4,3.75,220.5
854x1224,1,18,169
826x661,1,9,247
804x452,1,3,1578
800x600,4,5.75,185.75
800x1232,2,6.5,18.5
768x976,2,4.5,33
759x427,1,2,108
600x819,1,7,91
600x881,1,3,22
600x912,1,41,43
600x917,1,2,10
600x960,2,6,336
600x976,5,2.6,311.6
598x360,3,3.666666667,29.66666667
540x960,2,4,68
533x295,1,2,5
427x729,1,7,542
357x595,3,2.333333333,50
338x563,1,1,0
320x338,3,2,12.66666667
320x339,2,2,30
320x401,3,4,176
320x410,1,3,70
320x452,3,3.666666667,383.3333333
320x455,1,2,8
320x508,2,2,27.5
320x534,1,1,0
0x0,3,2,890.6666667
